"year","species","bio_total_kg","port","timeseries","maxbio","index","metric"
2006,"petrale sole",6676265.65583359,"CRS","Petrale sole CRS",47518396.8101938,0.140498545910568,"Scaled biomass index"
2007,"petrale sole",5954303.82684464,"CRS","Petrale sole CRS",47518396.8101938,0.125305233899796,"Scaled biomass index"
2008,"petrale sole",4258780.00597347,"CRS","Petrale sole CRS",47518396.8101938,0.089623815024413,"Scaled biomass index"
2009,"petrale sole",6032871.37180517,"CRS","Petrale sole CRS",47518396.8101938,0.126958647108881,"Scaled biomass index"
2010,"petrale sole",7508022.38445283,"CRS","Petrale sole CRS",47518396.8101938,0.158002434603227,"Scaled biomass index"
2011,"petrale sole",7304550.77551653,"CRS","Petrale sole CRS",47518396.8101938,0.153720480189886,"Scaled biomass index"
2012,"petrale sole",12051963.1628436,"CRS","Petrale sole CRS",47518396.8101938,0.253627310091787,"Scaled biomass index"
2013,"petrale sole",12178559.5964442,"CRS","Petrale sole CRS",47518396.8101938,0.2562914663365,"Scaled biomass index"
2014,"petrale sole",15139030.9767323,"CRS","Petrale sole CRS",47518396.8101938,0.31859305012337,"Scaled biomass index"
2015,"petrale sole",15631243.5210797,"CRS","Petrale sole CRS",47518396.8101938,0.328951407673048,"Scaled biomass index"
2016,"petrale sole",14333562.6070167,"CRS","Petrale sole CRS",47518396.8101938,0.301642386300831,"Scaled biomass index"
2017,"petrale sole",12545988.7868397,"CRS","Petrale sole CRS",47518396.8101938,0.264023822961727,"Scaled biomass index"
2018,"petrale sole",8305518.58656266,"CRS","Petrale sole CRS",47518396.8101938,0.17478532829586,"Scaled biomass index"
2019,"petrale sole",7367495.68968192,"CRS","Petrale sole CRS",47518396.8101938,0.155045123241646,"Scaled biomass index"
2021,"petrale sole",9758825.59392972,"CRS","Petrale sole CRS",47518396.8101938,0.205369420035573,"Scaled biomass index"
2022,"petrale sole",9479092.61329678,"CRS","Petrale sole CRS",47518396.8101938,0.199482584632638,"Scaled biomass index"
2023,"petrale sole",8700724.36911825,"CRS","Petrale sole CRS",47518396.8101938,0.183102228887733,"Scaled biomass index"
2024,"petrale sole",8416261.23367088,"CRS","Petrale sole CRS",47518396.8101938,0.177115849831562,"Scaled biomass index"
2003,"petrale sole",7073350.18035626,"ERK","Petrale sole ERK",47518396.8101938,0.148854983652118,"Scaled biomass index"
2004,"petrale sole",9373323.92822888,"ERK","Petrale sole ERK",47518396.8101938,0.197256737546711,"Scaled biomass index"
2005,"petrale sole",10656937.3422048,"ERK","Petrale sole ERK",47518396.8101938,0.224269715680279,"Scaled biomass index"
2006,"petrale sole",9000239.7070206,"ERK","Petrale sole ERK",47518396.8101938,0.189405373732849,"Scaled biomass index"
2007,"petrale sole",7949915.57530795,"ERK","Petrale sole ERK",47518396.8101938,0.167301847473156,"Scaled biomass index"
2008,"petrale sole",5651463.27694343,"ERK","Petrale sole ERK",47518396.8101938,0.118932111693866,"Scaled biomass index"
2009,"petrale sole",8474410.23105974,"ERK","Petrale sole ERK",47518396.8101938,0.178339565303722,"Scaled biomass index"
2010,"petrale sole",9401937.9771679,"ERK","Petrale sole ERK",47518396.8101938,0.19785890535665,"Scaled biomass index"
2011,"petrale sole",11427301.6219892,"ERK","Petrale sole ERK",47518396.8101938,0.240481632148367,"Scaled biomass index"
2012,"petrale sole",16912989.7500808,"ERK","Petrale sole ERK",47518396.8101938,0.355925091867842,"Scaled biomass index"
2013,"petrale sole",16751749.334997,"ERK","Petrale sole ERK",47518396.8101938,0.352531871012183,"Scaled biomass index"
2014,"petrale sole",22839987.4896228,"ERK","Petrale sole ERK",47518396.8101938,0.480655683331535,"Scaled biomass index"
2015,"petrale sole",21439682.310972,"ERK","Petrale sole ERK",47518396.8101938,0.451186987570521,"Scaled biomass index"
2016,"petrale sole",17485985.4076349,"ERK","Petrale sole ERK",47518396.8101938,0.36798348811052,"Scaled biomass index"
2017,"petrale sole",16239256.1691239,"ERK","Petrale sole ERK",47518396.8101938,0.341746718307639,"Scaled biomass index"
2018,"petrale sole",10862813.6463617,"ERK","Petrale sole ERK",47518396.8101938,0.228602275656559,"Scaled biomass index"
2019,"petrale sole",9883413.19227695,"ERK","Petrale sole ERK",47518396.8101938,0.207991301384914,"Scaled biomass index"
2021,"petrale sole",13292413.3677095,"ERK","Petrale sole ERK",47518396.8101938,0.27973194089027,"Scaled biomass index"
2022,"petrale sole",10860023.0730308,"ERK","Petrale sole ERK",47518396.8101938,0.228543549489048,"Scaled biomass index"
2023,"petrale sole",12748254.5654361,"ERK","Petrale sole ERK",47518396.8101938,0.26828040130136,"Scaled biomass index"
2024,"petrale sole",11682058.7656929,"ERK","Petrale sole ERK",47518396.8101938,0.245842864024966,"Scaled biomass index"
2003,"petrale sole",4196728.11766397,"BRG","Petrale sole BRG",47518396.8101938,0.0883179652383322,"Scaled biomass index"
2004,"petrale sole",6484381.15896645,"BRG","Petrale sole BRG",47518396.8101938,0.136460436257298,"Scaled biomass index"
2005,"petrale sole",6288294.36564854,"BRG","Petrale sole BRG",47518396.8101938,0.13233389145611,"Scaled biomass index"
2006,"petrale sole",5210041.62242313,"BRG","Petrale sole BRG",47518396.8101938,0.109642622061388,"Scaled biomass index"
2007,"petrale sole",5144579.80567468,"BRG","Petrale sole BRG",47518396.8101938,0.108265012100977,"Scaled biomass index"
2008,"petrale sole",3459241.46779813,"BRG","Petrale sole BRG",47518396.8101938,0.0727979414292034,"Scaled biomass index"
2009,"petrale sole",5001483.49689068,"BRG","Petrale sole BRG",47518396.8101938,0.105253624546057,"Scaled biomass index"
2010,"petrale sole",4506232.74671505,"BRG","Petrale sole BRG",47518396.8101938,0.0948313295314786,"Scaled biomass index"
2011,"petrale sole",7868479.3662174,"BRG","Petrale sole BRG",47518396.8101938,0.16558806471622,"Scaled biomass index"
2012,"petrale sole",9740306.14899475,"BRG","Petrale sole BRG",47518396.8101938,0.204979687928049,"Scaled biomass index"
2013,"petrale sole",10062804.5725412,"BRG","Petrale sole BRG",47518396.8101938,0.211766499882893,"Scaled biomass index"
2014,"petrale sole",14393313.8858401,"BRG","Petrale sole BRG",47518396.8101938,0.302899820954236,"Scaled biomass index"
2015,"petrale sole",12024500.5292075,"BRG","Petrale sole BRG",47518396.8101938,0.253049373219341,"Scaled biomass index"
2016,"petrale sole",10131901.7008165,"BRG","Petrale sole BRG",47518396.8101938,0.21322061308775,"Scaled biomass index"
2017,"petrale sole",11100889.5613348,"BRG","Petrale sole BRG",47518396.8101938,0.233612459731667,"Scaled biomass index"
2018,"petrale sole",7283268.16620488,"BRG","Petrale sole BRG",47518396.8101938,0.153272598722069,"Scaled biomass index"
2019,"petrale sole",7028280.37734365,"BRG","Petrale sole BRG",47518396.8101938,0.147906513037829,"Scaled biomass index"
2021,"petrale sole",9148573.6908056,"BRG","Petrale sole BRG",47518396.8101938,0.192526985439942,"Scaled biomass index"
2022,"petrale sole",6559795.93781018,"BRG","Petrale sole BRG",47518396.8101938,0.138047501139663,"Scaled biomass index"
2023,"petrale sole",8751394.48338452,"BRG","Petrale sole BRG",47518396.8101938,0.184168555145933,"Scaled biomass index"
2024,"petrale sole",7207979.14229678,"BRG","Petrale sole BRG",47518396.8101938,0.151688180287061,"Scaled biomass index"
2003,"petrale sole",2337726.06163759,"MRO","Petrale sole MRO",47518396.8101938,0.0491962317452615,"Scaled biomass index"
2004,"petrale sole",3173646.5352222,"MRO","Petrale sole MRO",47518396.8101938,0.0667877442898363,"Scaled biomass index"
2005,"petrale sole",2530421.3491289,"MRO","Petrale sole MRO",47518396.8101938,0.0532514040664366,"Scaled biomass index"
2006,"petrale sole",2683782.84532432,"MRO","Petrale sole MRO",47518396.8101938,0.0564788171630526,"Scaled biomass index"
2007,"petrale sole",2487497.39770122,"MRO","Petrale sole MRO",47518396.8101938,0.0523480917851082,"Scaled biomass index"
2008,"petrale sole",1680776.94294305,"MRO","Petrale sole MRO",47518396.8101938,0.0353710784826496,"Scaled biomass index"
2009,"petrale sole",1472688.33102851,"MRO","Petrale sole MRO",47518396.8101938,0.0309919616377415,"Scaled biomass index"
2010,"petrale sole",2424726.76777822,"MRO","Petrale sole MRO",47518396.8101938,0.0510271164547802,"Scaled biomass index"
2011,"petrale sole",2849834.46108434,"MRO","Petrale sole MRO",47518396.8101938,0.0599732872400482,"Scaled biomass index"
2012,"petrale sole",2943067.95142872,"MRO","Petrale sole MRO",47518396.8101938,0.0619353376584742,"Scaled biomass index"
2013,"petrale sole",6156858.8039517,"MRO","Petrale sole MRO",47518396.8101938,0.129567898272,"Scaled biomass index"
2014,"petrale sole",4447656.23307233,"MRO","Petrale sole MRO",47518396.8101938,0.0935986172016267,"Scaled biomass index"
2015,"petrale sole",4308071.62963953,"MRO","Petrale sole MRO",47518396.8101938,0.0906611316633339,"Scaled biomass index"
2016,"petrale sole",5622098.90588961,"MRO","Petrale sole MRO",47518396.8101938,0.118314153744419,"Scaled biomass index"
2017,"petrale sole",7552012.12703335,"MRO","Petrale sole MRO",47518396.8101938,0.158928175906247,"Scaled biomass index"
2018,"petrale sole",5112040.69462369,"MRO","Petrale sole MRO",47518396.8101938,0.107580243395902,"Scaled biomass index"
2019,"petrale sole",4521270.8936009,"MRO","Petrale sole MRO",47518396.8101938,0.0951477995282657,"Scaled biomass index"
2021,"petrale sole",5669449.28339256,"MRO","Petrale sole MRO",47518396.8101938,0.119310617865296,"Scaled biomass index"
2022,"petrale sole",5954081.23855827,"MRO","Petrale sole MRO",47518396.8101938,0.125300549644827,"Scaled biomass index"
2023,"petrale sole",5900024.58833436,"MRO","Petrale sole MRO",47518396.8101938,0.124162955494927,"Scaled biomass index"
2024,"petrale sole",5046755.72786324,"MRO","Petrale sole MRO",47518396.8101938,0.106206355151708,"Scaled biomass index"
2003,"arrowtooth flounder",31598643.3496695,"BLL","Arrowtooth flounder BLL",49817425.3206319,0.634288969096581,"Scaled biomass index"
2004,"arrowtooth flounder",22038291.7954286,"BLL","Arrowtooth flounder BLL",49817425.3206319,0.442381187979649,"Scaled biomass index"
2005,"arrowtooth flounder",40904906.1705125,"BLL","Arrowtooth flounder BLL",49817425.3206319,0.821096351472256,"Scaled biomass index"
2006,"arrowtooth flounder",22316109.2277369,"BLL","Arrowtooth flounder BLL",49817425.3206319,0.447957899953826,"Scaled biomass index"
2007,"arrowtooth flounder",24551526.5098216,"BLL","Arrowtooth flounder BLL",49817425.3206319,0.492830096132118,"Scaled biomass index"
2008,"arrowtooth flounder",28844944.8193795,"BLL","Arrowtooth flounder BLL",49817425.3206319,0.5790131592255,"Scaled biomass index"
2009,"arrowtooth flounder",35976174.9212761,"BLL","Arrowtooth flounder BLL",49817425.3206319,0.722160462724205,"Scaled biomass index"
2010,"arrowtooth flounder",49736278.7021163,"BLL","Arrowtooth flounder BLL",49817425.3206319,0.998371119784023,"Scaled biomass index"
2011,"arrowtooth flounder",32090934.6808037,"BLL","Arrowtooth flounder BLL",49817425.3206319,0.644170879451557,"Scaled biomass index"
2012,"arrowtooth flounder",33082975.4269649,"BLL","Arrowtooth flounder BLL",49817425.3206319,0.664084408498397,"Scaled biomass index"
2013,"arrowtooth flounder",49817425.3206319,"BLL","Arrowtooth flounder BLL",49817425.3206319,1,"Scaled biomass index"
2014,"arrowtooth flounder",26471802.4468854,"BLL","Arrowtooth flounder BLL",49817425.3206319,0.531376366331844,"Scaled biomass index"
2015,"arrowtooth flounder",17330961.4389988,"BLL","Arrowtooth flounder BLL",49817425.3206319,0.347889545223469,"Scaled biomass index"
2016,"arrowtooth flounder",24605612.9464401,"BLL","Arrowtooth flounder BLL",49817425.3206319,0.493915789266003,"Scaled biomass index"
2017,"arrowtooth flounder",27834659.7129528,"BLL","Arrowtooth flounder BLL",49817425.3206319,0.558733405707039,"Scaled biomass index"
2018,"arrowtooth flounder",18331393.1085937,"BLL","Arrowtooth flounder BLL",49817425.3206319,0.367971507772838,"Scaled biomass index"
2019,"arrowtooth flounder",28029351.5566866,"BLL","Arrowtooth flounder BLL",49817425.3206319,0.562641513010473,"Scaled biomass index"
2021,"arrowtooth flounder",30522678.2322527,"BLL","Arrowtooth flounder BLL",49817425.3206319,0.612690801176586,"Scaled biomass index"
2022,"arrowtooth flounder",24557528.3043213,"BLL","Arrowtooth flounder BLL",49817425.3206319,0.492950571938747,"Scaled biomass index"
2023,"arrowtooth flounder",38626061.6939336,"BLL","Arrowtooth flounder BLL",49817425.3206319,0.77535242829855,"Scaled biomass index"
2024,"arrowtooth flounder",27823038.5353063,"BLL","Arrowtooth flounder BLL",49817425.3206319,0.558500130350641,"Scaled biomass index"
2003,"arrowtooth flounder",30389072.9991481,"AST","Arrowtooth flounder AST",49817425.3206319,0.610008903582628,"Scaled biomass index"
2004,"arrowtooth flounder",29241681.2790454,"AST","Arrowtooth flounder AST",49817425.3206319,0.586976968216279,"Scaled biomass index"
2005,"arrowtooth flounder",37046804.2846922,"AST","Arrowtooth flounder AST",49817425.3206319,0.743651524466665,"Scaled biomass index"
2006,"arrowtooth flounder",27568073.9345501,"AST","Arrowtooth flounder AST",49817425.3206319,0.553382150063319,"Scaled biomass index"
2007,"arrowtooth flounder",33172572.182421,"AST","Arrowtooth flounder AST",49817425.3206319,0.665882910827239,"Scaled biomass index"
2008,"arrowtooth flounder",40487300.72207,"AST","Arrowtooth flounder AST",49817425.3206319,0.812713633060883,"Scaled biomass index"
2009,"arrowtooth flounder",39207618.0002623,"AST","Arrowtooth flounder AST",49817425.3206319,0.787026181058466,"Scaled biomass index"
2010,"arrowtooth flounder",37579254.4798615,"AST","Arrowtooth flounder AST",49817425.3206319,0.75433955564737,"Scaled biomass index"
2011,"arrowtooth flounder",42835012.6049922,"AST","Arrowtooth flounder AST",49817425.3206319,0.859839952171355,"Scaled biomass index"
2012,"arrowtooth flounder",33437659.5567326,"AST","Arrowtooth flounder AST",49817425.3206319,0.671204088559838,"Scaled biomass index"
2013,"arrowtooth flounder",39711908.855543,"AST","Arrowtooth flounder AST",49817425.3206319,0.797148961431701,"Scaled biomass index"
2014,"arrowtooth flounder",26601451.3202024,"AST","Arrowtooth flounder AST",49817425.3206319,0.533978846738701,"Scaled biomass index"
2015,"arrowtooth flounder",28973632.6390382,"AST","Arrowtooth flounder AST",49817425.3206319,0.581596348116343,"Scaled biomass index"
2016,"arrowtooth flounder",36441292.1906948,"AST","Arrowtooth flounder AST",49817425.3206319,0.731496900053617,"Scaled biomass index"
2017,"arrowtooth flounder",27970613.386539,"AST","Arrowtooth flounder AST",49817425.3206319,0.561462444245487,"Scaled biomass index"
2018,"arrowtooth flounder",21402660.0030068,"AST","Arrowtooth flounder AST",49817425.3206319,0.429621961898999,"Scaled biomass index"
2019,"arrowtooth flounder",21428483.4216731,"AST","Arrowtooth flounder AST",49817425.3206319,0.430140323064798,"Scaled biomass index"
2021,"arrowtooth flounder",18883806.280175,"AST","Arrowtooth flounder AST",49817425.3206319,0.379060261718387,"Scaled biomass index"
2022,"arrowtooth flounder",26304741.7188097,"AST","Arrowtooth flounder AST",49817425.3206319,0.528022906633748,"Scaled biomass index"
2023,"arrowtooth flounder",32152438.4847169,"AST","Arrowtooth flounder AST",49817425.3206319,0.645405463605943,"Scaled biomass index"
2024,"arrowtooth flounder",34069384.4177294,"AST","Arrowtooth flounder AST",49817425.3206319,0.683884889643615,"Scaled biomass index"
2003,"arrowtooth flounder",7671444.99662676,"COS","Arrowtooth flounder COS",49817425.3206319,0.153991197803826,"Scaled biomass index"
2004,"arrowtooth flounder",7913435.57406927,"COS","Arrowtooth flounder COS",49817425.3206319,0.158848746661179,"Scaled biomass index"
2005,"arrowtooth flounder",8321264.72418257,"COS","Arrowtooth flounder COS",49817425.3206319,0.167035222527574,"Scaled biomass index"
2006,"arrowtooth flounder",8305033.09574127,"COS","Arrowtooth flounder COS",49817425.3206319,0.166709400220684,"Scaled biomass index"
2007,"arrowtooth flounder",8298353.40072729,"COS","Arrowtooth flounder COS",49817425.3206319,0.166575316715345,"Scaled biomass index"
